event_name,type,playerAName,associationPlayer_A,playerBName,associationPlayer_B,playerXName,associationPlayer_X,playerYName,associationPlayer_Y,stage,matchDateTime,setsWon_A,setsWon_X,pointTotal_A,pointTotal_X,set1_AB,set1_XY,set2_AB,set2_XY,set3_AB,set3_XY
Kuwait Challenger Series - Round 1,SinglesFree,Basel Ahmad Hasan,Kuwait,,,Hussain Al Bannay,Kuwait,,,1.0,2021-07-16T16:30:00,2,0,24,14,12,6,12,8,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Muhammad Al Suwaid,Kuwait,,,Mohammad Alkandari,Kuwait,,,1.0,2021-07-16T16:30:00,0,2,17,24,11,12,6,12,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Zaid Eidan,Kuwait,,,Mohammad Yousef Alshaer,Kuwait,,,1.0,2021-07-16T16:30:00,2,0,24,9,12,5,12,4,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Rashed Almutairi,Kuwait,,,Fahad Hussain,Kuwait,,,1.0,2021-07-16T16:30:00,0,2,5,24,1,12,4,12,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Ahmad Ben-Zayed,Kuwait,,,Yaser Yousef Dashti,Kuwait,,,1.0,2021-07-15T00:00:00,0,2,14,24,5,12,9,12,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Abdullah Dabi,Kuwait,,,Abdulwahab Alqattan,Kuwait,,,1.0,2021-07-16T16:40:00,1,2,25,35,12,11,5,12,8,12
Kuwait Challenger Series - Round 1,SinglesFree,Basel Ahmad Hasan,Kuwait,,,Mohammad Alkandari,Kuwait,,,1.0,2021-07-15T16:40:00,2,0,24,11,12,4,12,7,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Zaid Eidan,Kuwait,,,Fahad Hussain,Kuwait,,,1.0,2021-07-16T16:40:00,2,0,24,9,12,5,12,4,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Yaser Yousef Dashti,Kuwait,,,Abdulwahab Alqattan,Kuwait,,,1.0,2021-07-16T17:00:00,0,2,13,24,8,12,5,12,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Basel Ahmad Hasan,Kuwait,,,Zaid Eidan,Kuwait,,,1.0,2021-07-16T17:00:00,0,2,7,24,1,12,6,12,0,0
Kuwait Challenger Series - Round 1,SinglesFree,Yaser Yousef Dashti,Kuwait,,,Basel Ahmad Hasan,Kuwait,,,1.0,2021-07-16T17:20:00,1,2,25,32,12,8,4,12,9,12
Kuwait Challenger Series - Round 1,SinglesFree,Abdulwahab Alqattan,Kuwait,,,Zaid Eidan,Kuwait,,,1.0,2021-07-16T17:40:00,0,2,15,24,10,12,5,12,0,0
Kuwait Challenger Series - Round 1,DoublesFree,Sulaiman Alshatti,Kuwait,Yaser Yousef Dashti,Kuwait,Abdullah Dabi,Kuwait,Basel Ahmad Hasan,Kuwait,1.0,2021-07-16T18:00:00,2,1,32,25,8,12,12,4,12,9
Kuwait Challenger Series - Round 1,DoublesFree,Abdullateef Alshatti,Kuwait,Mohammad Alkandari,Kuwait,Abdulwahab Alqattan,Kuwait,Zaid Eidan,Kuwait,1.0,2021-07-16T18:00:00,0,2,12,24,4,12,8,12,0,0
Kuwait Challenger Series - Round 1,DoublesFree,Abdullah Dabi,Kuwait,Basel Ahmad Hasan,Kuwait,Abdullateef Alshatti,Kuwait,Mohammad Alkandari,Kuwait,1.0,2021-07-16T18:20:00,2,0,24,19,12,9,12,10,0,0
Kuwait Challenger Series - Round 1,DoublesFree,Sulaiman Alshatti,Kuwait,Yaser Yousef Dashti,Kuwait,Abdulwahab Alqattan,Kuwait,Zaid Eidan,Kuwait,1.0,2021-07-16T18:40:00,0,2,19,24,8,12,11,12,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Hussain Khaled Ali,Kuwait,,,Sulaiman Alshatti,Kuwait,,,0.0,2021-08-20T18:05:00,0,2,3,24,2,12,1,12,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Zaid Eidan,Kuwait,,,Hussain Khaled Ali,Kuwait,,,0.0,2021-08-20T16:50:00,2,0,24,2,12,0,12,2,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Zaid Eidan,Kuwait,,,Sulaiman Alshatti,Kuwait,,,0.0,2021-08-20T16:00:00,2,0,24,12,12,4,12,8,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Abdulwahab Alqattan,Kuwait,,,Mohammad Hajeyah,Kuwait,,,0.0,2021-08-20T16:00:00,2,0,24,20,12,9,12,11,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Abdulwahab Alqattan,Kuwait,,,Muhammad Al Suwaid,Kuwait,,,0.0,2021-08-20T16:50:00,2,0,24,10,12,7,12,3,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Muhammad Al Suwaid,Kuwait,,,Mohammad Hajeyah,Kuwait,,,0.0,2021-08-20T18:05:00,0,2,18,24,10,12,8,12,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Basel Ahmad Hasan,Kuwait,,,Mohammad Yousef Alshaer,Kuwait,,,0.0,2021-08-20T17:15:00,2,0,24,4,12,1,12,3,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Mohammad Yousef Alshaer,Kuwait,,,Sulaiman Sadeq Hussain Alimir,Kuwait,,,0.0,2021-08-20T16:25:00,2,0,24,1,12,0,12,1,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Basel Ahmad Hasan,Kuwait,,,Muhamaad Kudadah,Kuwait,,,0.0,2021-08-20T16:00:00,2,0,24,11,12,5,12,6,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Muhamaad Kudadah,Kuwait,,,Sulaiman Sadeq Hussain Alimir,Kuwait,,,0.0,2021-08-20T17:40:00,2,0,24,1,12,0,12,1,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Mohammad Yousef Alshaer,Kuwait,,,Muhamaad Kudadah,Kuwait,,,0.0,2021-08-20T18:30:00,0,2,5,24,3,12,2,12,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Basel Ahmad Hasan,Kuwait,,,Sulaiman Sadeq Hussain Alimir,Kuwait,,,0.0,2021-08-20T18:05:00,2,0,24,0,12,0,12,0,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Abdullah Dabi,Kuwait,,,Naser Al Mesnad,Kuwait,,,0.0,2021-08-20T18:30:00,2,0,24,18,12,8,12,10,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Abdullateef Alshatti,Kuwait,,,Mohammad Naser Albaghli,Kuwait,,,0.0,2021-08-20T18:55:00,2,0,24,0,12,0,12,0,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Mohammad Naser Albaghli,Kuwait,,,Naser Al Mesnad,Kuwait,,,0.0,2021-08-20T17:40:00,0,2,1,24,1,12,0,12,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Abdullah Dabi,Kuwait,,,Abdullateef Alshatti,Kuwait,,,0.0,2021-08-20T17:15:00,1,2,22,33,2,12,12,9,8,12
Kuwait Challenger Series - Round 3,SinglesFree,Abdullateef Alshatti,Kuwait,,,Naser Al Mesnad,Kuwait,,,0.0,2021-08-20T16:50:00,2,0,24,9,12,1,12,8,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Abdullah Dabi,Kuwait,,,Mohammad Naser Albaghli,Kuwait,,,0.0,2021-08-20T16:25:00,2,0,24,0,12,0,12,0,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Yaser Yousef Dashti,Kuwait,,,Yousif Al-Saqer,Kuwait,,,0.0,2021-08-20T18:05:00,2,0,24,18,12,7,12,11,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Hussain Al Bannay,Kuwait,,,Abdullah Ali Alkhabbaz,Kuwait,,,0.0,2021-08-20T18:30:00,2,0,24,7,12,3,12,4,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Abdullah Ali Alkhabbaz,Kuwait,,,Yousif Al-Saqer,Kuwait,,,0.0,2021-08-20T17:40:00,0,2,2,24,1,12,1,12,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Yaser Yousef Dashti,Kuwait,,,Hussain Al Bannay,Kuwait,,,0.0,2021-08-20T17:15:00,2,0,24,12,12,3,12,9,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Hussain Al Bannay,Kuwait,,,Yousif Al-Saqer,Kuwait,,,0.0,2021-08-20T16:25:00,2,1,35,31,12,11,11,12,12,8
Kuwait Challenger Series - Round 3,SinglesFree,Yaser Yousef Dashti,Kuwait,,,Abdullah Ali Alkhabbaz,Kuwait,,,0.0,2021-08-20T16:00:00,2,0,24,1,12,1,12,0,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Mohammad Alkandari,Kuwait,,,Mohammad Abdulkareem Alostath,Kuwait,,,0.0,2021-08-20T18:30:00,2,0,24,12,12,4,12,8,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Fahad Hussain,Kuwait,,,Abdullah Najem Alfaresi,Kuwait,,,0.0,2021-08-20T18:55:00,2,0,24,0,12,0,12,0,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Abdullah Najem Alfaresi,Kuwait,,,Mohammad Abdulkareem Alostath,Kuwait,,,0.0,2021-08-20T17:40:00,0,2,6,24,2,12,4,12,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Mohammad Alkandari,Kuwait,,,Fahad Hussain,Kuwait,,,0.0,2021-08-20T17:15:00,2,0,24,17,12,8,12,9,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Fahad Hussain,Kuwait,,,Mohammad Abdulkareem Alostath,Kuwait,,,0.0,2021-08-20T16:50:00,2,0,24,11,12,4,12,7,0,0
Kuwait Challenger Series - Round 3,SinglesFree,Mohammad Alkandari,Kuwait,,,Abdullah Najem Alfaresi,Kuwait,,,0.0,2021-08-20T16:25:00,2,0,24,5,12,2,12,3,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Abdullah Ali Alkhabbaz,Kuwait,Mohammad Abdulkareem Alostath,Kuwait,Mohammad Alkandari,Kuwait,Muhamaad Kudadah,Kuwait,0.0,2021-08-21T16:50:00,0,2,18,24,11,12,7,12,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Abdulwahab Alqattan,Kuwait,Zaid Eidan,Kuwait,Abdullah Ali Alkhabbaz,Kuwait,Mohammad Abdulkareem Alostath,Kuwait,0.0,2021-08-21T16:25:00,2,0,24,7,12,2,12,5,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Abdulwahab Alqattan,Kuwait,Zaid Eidan,Kuwait,Mohammad Alkandari,Kuwait,Muhamaad Kudadah,Kuwait,0.0,2021-08-21T16:00:00,2,0,24,17,12,6,12,11,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Abdullah Dabi,Kuwait,Basel Ahmad Hasan,Kuwait,Mohammad Naser Albaghli,Kuwait,Sulaiman Sadeq Hussain Alimir,Kuwait,0.0,2021-08-21T16:00:00,2,0,24,2,12,1,12,1,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Abdullah Dabi,Kuwait,Basel Ahmad Hasan,Kuwait,Hussain Khaled Ali,Kuwait,Mohammad Yousef Alshaer,Kuwait,0.0,2021-08-21T16:25:00,2,0,24,13,12,4,12,9,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Hussain Khaled Ali,Kuwait,Mohammad Yousef Alshaer,Kuwait,Mohammad Naser Albaghli,Kuwait,Sulaiman Sadeq Hussain Alimir,Kuwait,0.0,2021-08-21T16:50:00,2,0,24,11,12,10,12,1,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Sulaiman Alshatti,Kuwait,Yaser Yousef Dashti,Kuwait,Khaled Fahad Alshemmeri,Kuwait,Sulaiman Alshammari,Kuwait,0.0,2021-08-21T16:00:00,2,0,24,2,12,0,12,2,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Sulaiman Alshatti,Kuwait,Yaser Yousef Dashti,Kuwait,Abdullah Najem Alfaresi,Kuwait,Muhammad Al Suwaid,Kuwait,0.0,2021-08-21T16:25:00,2,0,24,11,12,6,12,5,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Abdullah Najem Alfaresi,Kuwait,Muhammad Al Suwaid,Kuwait,Khaled Fahad Alshemmeri,Kuwait,Sulaiman Alshammari,Kuwait,0.0,2021-08-21T16:50:00,2,0,24,4,12,1,12,3,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Fahad Hussain,Kuwait,Hussain Al Bannay,Kuwait,Naser Al Mesnad,Kuwait,Yousif Al-Saqer,Kuwait,0.0,2021-08-21T16:00:00,0,2,19,24,10,12,9,12,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Fahad Hussain,Kuwait,Hussain Al Bannay,Kuwait,Abdullateef Alshatti,Kuwait,Mohammad Hajeyah,Kuwait,0.0,2021-08-21T16:25:00,2,0,24,14,12,5,12,9,0,0
Kuwait Challenger Series - Round 3,DoublesFree,Abdullateef Alshatti,Kuwait,Mohammad Hajeyah,Kuwait,Naser Al Mesnad,Kuwait,Yousif Al-Saqer,Kuwait,0.0,2021-08-21T16:50:00,2,0,24,15,12,4,12,11,0,0
