event_name,type,playerAName,associationPlayer_A,playerBName,associationPlayer_B,playerXName,associationPlayer_X,playerYName,associationPlayer_Y,stage,matchDateTime,setsWon_A,setsWon_X,pointTotal_A,pointTotal_X,set1_AB,set1_XY,set2_AB,set2_XY,set3_AB,set3_XY
Bulgaria Challenger Series - Round 3,SinglesFree,Ivaylo Tanev,Bulgaria,,,Mario Karapetrov,Bulgaria,,,0.0,2021-06-19T12:40:00,2,1,33,29,8,12,12,6,13,11
Bulgaria Challenger Series - Round 3,SinglesFree,Gabriela  Chavgova,Bulgaria,,,Ivana Naydenova,Bulgaria,,,0.0,2021-06-19T13:00:00,0,2,9,24,5,12,4,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Ivana Naydenova,Bulgaria,,,Mario Karapetrov,Bulgaria,,,0.0,2021-06-19T12:20:00,2,0,24,21,12,10,12,11,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Ivaylo Tanev,Bulgaria,,,Gabriela  Chavgova,Bulgaria,,,0.0,2021-06-19T12:00:00,2,0,24,12,12,8,12,4,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Gabriela  Chavgova,Bulgaria,,,Mario Karapetrov,Bulgaria,,,0.0,2021-06-19T11:00:00,0,2,16,24,8,12,8,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Ivaylo Tanev,Bulgaria,,,Ivana Naydenova,Bulgaria,,,0.0,2021-06-19T10:40:00,1,2,27,33,12,9,9,12,6,12
Bulgaria Challenger Series - Round 3,SinglesFree,Aleksandar Zaykov,Bulgaria,,,Blaga Georgieva,Bulgaria,,,0.0,2021-06-19T12:20:00,2,0,24,3,12,2,12,1,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Georgi  Yanev,Bulgaria,,,Naycho Biserov,Bulgaria,,,0.0,2021-06-19T12:20:00,2,0,24,14,12,5,12,9,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Naycho Biserov,Bulgaria,,,Blaga Georgieva,Bulgaria,,,0.0,2021-06-19T11:40:00,1,2,27,34,12,10,9,12,6,12
Bulgaria Challenger Series - Round 3,SinglesFree,Aleksandar Zaykov,Bulgaria,,,Georgi  Yanev,Bulgaria,,,0.0,2021-06-19T11:40:00,2,1,35,24,11,12,12,7,12,5
Bulgaria Challenger Series - Round 3,SinglesFree,Georgi  Yanev,Bulgaria,,,Blaga Georgieva,Bulgaria,,,0.0,2021-06-19T10:20:00,2,0,24,8,12,5,12,3,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Aleksandar Zaykov,Bulgaria,,,Naycho Biserov,Bulgaria,,,0.0,2021-06-19T10:20:00,2,0,24,6,12,2,12,4,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Yoan Aleksov,Bulgaria,,,Nikolay Zochinov,Bulgaria,,,0.0,2021-06-19T10:20:00,2,0,24,11,12,4,12,7,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Yoan Aleksov,Bulgaria,,,Viktor Antalfi,Bulgaria,,,0.0,2021-06-19T11:40:00,1,2,31,35,12,9,7,12,12,14
Bulgaria Challenger Series - Round 3,SinglesFree,Viktor Antalfi,Bulgaria,,,Nikolay Zochinov,Bulgaria,,,0.0,2021-06-19T12:20:00,2,0,24,12,12,10,12,2,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Nikolai Marinov,Bulgaria,,,Dimitar Varbanov,Bulgaria,,,0.0,2021-06-19T13:00:00,2,0,24,17,12,7,12,10,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Ilyaz Redzhep,Bulgaria,,,Boris Simeonov,Bulgaria,,,0.0,2021-06-19T13:00:00,2,1,33,30,9,12,12,9,12,9
Bulgaria Challenger Series - Round 3,SinglesFree,Boris Simeonov,Bulgaria,,,Dimitar Varbanov,Bulgaria,,,0.0,2021-06-19T12:20:00,2,0,24,5,12,2,12,3,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Nikolai Marinov,Bulgaria,,,Ilyaz Redzhep,Bulgaria,,,0.0,2021-06-19T12:20:00,2,1,33,32,7,12,12,8,14,12
Bulgaria Challenger Series - Round 3,SinglesFree,Ilyaz Redzhep,Bulgaria,,,Dimitar Varbanov,Bulgaria,,,0.0,2021-06-19T11:00:00,2,0,24,8,12,6,12,2,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Nikolai Marinov,Bulgaria,,,Boris Simeonov,Bulgaria,,,0.0,2021-06-19T11:00:00,2,0,24,21,12,10,12,11,0,0
Bulgaria Challenger Series - Round 3,DoublesMixed,Dian Georgiev,Bulgaria,Gabriela  Chavgova,Bulgaria,Blaga Georgieva,Bulgaria,Viktor Antalfi,Bulgaria,0.0,2021-06-19T18:10:00,2,1,34,24,10,12,12,9,12,3
Bulgaria Challenger Series - Round 3,DoublesMixed,Angelina Atanasova,Bulgaria,Nedelcho Andonov,Bulgaria,Dian Georgiev,Bulgaria,Gabriela  Chavgova,Bulgaria,0.0,2021-06-19T17:50:00,1,2,34,36,12,11,11,12,11,13
Bulgaria Challenger Series - Round 3,DoublesMixed,Angelina Atanasova,Bulgaria,Nedelcho Andonov,Bulgaria,Blaga Georgieva,Bulgaria,Viktor Antalfi,Bulgaria,0.0,2021-06-19T17:30:00,0,2,17,24,11,12,6,12,0,0
Bulgaria Challenger Series - Round 3,DoublesMixed,Aleksandra  Yaneva,Bulgaria,Stoycho Zhekov,Bulgaria,Kremena Gocheva,Bulgaria,Todor Todorov,Bulgaria,0.0,2021-06-19T17:30:00,2,0,24,14,12,8,12,6,0,0
Bulgaria Challenger Series - Round 3,DoublesMixed,Aleksandra  Yaneva,Bulgaria,Stoycho Zhekov,Bulgaria,Ivana Naydenova,Bulgaria,Yoan Aleksov,Bulgaria,0.0,2021-06-19T17:50:00,1,2,28,34,12,10,9,12,7,12
Bulgaria Challenger Series - Round 3,DoublesMixed,Ivana Naydenova,Bulgaria,Yoan Aleksov,Bulgaria,Kremena Gocheva,Bulgaria,Todor Todorov,Bulgaria,0.0,2021-06-19T18:10:00,2,0,24,10,12,4,12,6,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Angelina Atanasova,Bulgaria,Nedelcho Andonov,Bulgaria,Dimitar Varbanov,Bulgaria,Mario Karapetrov,Bulgaria,0.0,2021-06-20T11:15:00,2,1,31,19,7,12,12,3,12,4
Bulgaria Challenger Series - Round 3,DoublesFree,Arif Durmush,Bulgaria,Ilyaz Redzhep,Bulgaria,Angelina Atanasova,Bulgaria,Nedelcho Andonov,Bulgaria,0.0,2021-06-20T10:25:00,2,1,35,24,11,12,12,4,12,8
Bulgaria Challenger Series - Round 3,DoublesFree,Arif Durmush,Bulgaria,Ilyaz Redzhep,Bulgaria,Dimitar Varbanov,Bulgaria,Mario Karapetrov,Bulgaria,0.0,2021-06-20T10:00:00,2,0,24,10,12,4,12,6,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Aleksandar Zaykov,Bulgaria,Nikolay Zochinov,Bulgaria,Kremena Gocheva,Bulgaria,Todor Todorov,Bulgaria,0.0,2021-06-20T10:25:00,2,0,24,13,12,6,12,7,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Aleksandar Zaykov,Bulgaria,Nikolay Zochinov,Bulgaria,Nikolai Marinov,Bulgaria,Yoan Aleksov,Bulgaria,0.0,2021-06-20T10:50:00,2,0,24,19,12,8,12,11,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Nikolai Marinov,Bulgaria,Yoan Aleksov,Bulgaria,Kremena Gocheva,Bulgaria,Todor Todorov,Bulgaria,0.0,2021-06-20T11:15:00,2,0,24,8,12,2,12,6,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Georgi  Yanev,Bulgaria,Ivaylo Tanev,Bulgaria,Boris Simeonov,Bulgaria,Mustafa Byalkov,Bulgaria,0.0,2021-06-20T10:00:00,2,0,24,17,12,10,12,7,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Georgi  Yanev,Bulgaria,Ivaylo Tanev,Bulgaria,Nizar Alrub,Bulgaria,Viktor Antalfi,Bulgaria,0.0,2021-06-20T10:50:00,0,2,11,24,9,12,2,12,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Nizar Alrub,Bulgaria,Viktor Antalfi,Bulgaria,Boris Simeonov,Bulgaria,Mustafa Byalkov,Bulgaria,0.0,2021-06-20T11:15:00,2,0,24,16,12,11,12,5,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Dian Georgiev,Bulgaria,Stoycho Zhekov,Bulgaria,Daniel Dimitrov,Bulgaria,Maryan Furlinski,Bulgaria,0.0,2021-06-20T10:00:00,2,0,24,13,12,6,12,7,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Dian Georgiev,Bulgaria,Stoycho Zhekov,Bulgaria,Anton Kiryakov,Bulgaria,Naycho Biserov,Bulgaria,0.0,2021-06-20T10:25:00,2,0,24,9,12,3,12,6,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Anton Kiryakov,Bulgaria,Naycho Biserov,Bulgaria,Daniel Dimitrov,Bulgaria,Maryan Furlinski,Bulgaria,0.0,2021-06-20T10:50:00,0,2,16,24,5,12,11,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Anton Kiryakov,Bulgaria,,,Daniel Dimitrov,Bulgaria,,,1.0,2021-06-19T13:20:00,0,2,15,24,6,12,9,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Ivaylo Tanev,Bulgaria,,,Aleksandar Zaykov,Bulgaria,,,1.0,2021-06-19T13:20:00,0,2,13,24,8,12,5,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Chavdar Slavkov,Bulgaria,,,Yoan Aleksov,Bulgaria,,,1.0,2021-06-19T13:50:00,0,2,15,24,8,12,7,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Ilyaz Redzhep,Bulgaria,,,Dian Georgiev,Bulgaria,,,1.0,2021-06-19T13:50:00,0,2,13,24,8,12,5,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Viktor Antalfi,Bulgaria,,,Aleksandra  Yaneva,Bulgaria,,,1.0,2021-06-19T14:10:00,2,0,24,11,12,5,12,6,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Nizar Alrub,Bulgaria,,,Ivana Naydenova,Bulgaria,,,1.0,2021-06-19T14:10:00,0,2,5,24,1,12,4,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Nikolai Marinov,Bulgaria,,,Arif Durmush,Bulgaria,,,1.0,2021-06-19T14:30:00,0,2,17,24,11,12,6,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Georgi  Yanev,Bulgaria,,,Stoycho Zhekov,Bulgaria,,,1.0,2021-06-19T14:30:00,0,2,7,24,5,12,2,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Daniel Dimitrov,Bulgaria,,,Aleksandar Zaykov,Bulgaria,,,1.0,2021-06-19T14:50:00,0,2,10,24,5,12,5,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Yoan Aleksov,Bulgaria,,,Dian Georgiev,Bulgaria,,,1.0,2021-06-19T14:50:00,0,2,19,24,10,12,9,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Viktor Antalfi,Bulgaria,,,Ivana Naydenova,Bulgaria,,,1.0,2021-06-19T15:10:00,2,0,24,13,12,4,12,9,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Arif Durmush,Bulgaria,,,Stoycho Zhekov,Bulgaria,,,1.0,2021-06-19T15:10:00,0,2,12,24,8,12,4,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Aleksandar Zaykov,Bulgaria,,,Dian Georgiev,Bulgaria,,,1.0,2021-06-19T14:30:00,1,2,29,34,9,12,12,10,8,12
Bulgaria Challenger Series - Round 3,SinglesFree,Viktor Antalfi,Bulgaria,,,Stoycho Zhekov,Bulgaria,,,1.0,2021-06-19T15:30:00,0,2,13,24,8,12,5,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Aleksandar Zaykov,Bulgaria,,,Viktor Antalfi,Bulgaria,,,1.0,2021-06-19T15:40:00,0,2,15,24,5,12,10,12,0,0
Bulgaria Challenger Series - Round 3,SinglesFree,Dian Georgiev,Bulgaria,,,Stoycho Zhekov,Bulgaria,,,1.0,2021-06-19T16:00:00,0,2,15,24,5,12,10,12,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Dian Georgiev,Bulgaria,Stoycho Zhekov,Bulgaria,Angelina Atanasova,Bulgaria,Nedelcho Andonov,Bulgaria,1.0,2021-06-20T12:00:00,2,0,24,13,12,6,12,7,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Nikolai Marinov,Bulgaria,Yoan Aleksov,Bulgaria,Nizar Alrub,Bulgaria,Viktor Antalfi,Bulgaria,1.0,2021-06-20T12:00:00,1,2,30,31,12,7,11,12,7,12
Bulgaria Challenger Series - Round 3,DoublesFree,Aleksandar Zaykov,Bulgaria,Nikolay Zochinov,Bulgaria,Georgi  Yanev,Bulgaria,Ivaylo Tanev,Bulgaria,1.0,2021-06-20T12:30:00,2,1,34,26,10,12,12,9,12,5
Bulgaria Challenger Series - Round 3,DoublesFree,Daniel Dimitrov,Bulgaria,Maryan Furlinski,Bulgaria,Arif Durmush,Bulgaria,Ilyaz Redzhep,Bulgaria,1.0,2021-06-20T12:30:00,0,2,11,24,5,12,6,12,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Dian Georgiev,Bulgaria,Stoycho Zhekov,Bulgaria,Nizar Alrub,Bulgaria,Viktor Antalfi,Bulgaria,1.0,2021-06-20T13:00:00,2,0,24,8,12,3,12,5,0,0
Bulgaria Challenger Series - Round 3,DoublesFree,Aleksandar Zaykov,Bulgaria,Nikolay Zochinov,Bulgaria,Arif Durmush,Bulgaria,Ilyaz Redzhep,Bulgaria,1.0,2021-06-20T13:00:00,2,1,35,28,11,12,12,10,12,6
Bulgaria Challenger Series - Round 3,DoublesFree,Nizar Alrub,Bulgaria,Viktor Antalfi,Bulgaria,Arif Durmush,Bulgaria,Ilyaz Redzhep,Bulgaria,1.0,2021-06-20T13:30:00,2,1,32,28,12,6,8,12,12,10
Bulgaria Challenger Series - Round 3,DoublesFree,Dian Georgiev,Bulgaria,Stoycho Zhekov,Bulgaria,Aleksandar Zaykov,Bulgaria,Nikolay Zochinov,Bulgaria,1.0,2021-06-20T14:00:00,2,0,24,15,12,6,12,9,0,0
Bulgaria Challenger Series - Round 3,DoublesMixed,Ivana Naydenova,Bulgaria,Yoan Aleksov,Bulgaria,Blaga Georgieva,Bulgaria,Viktor Antalfi,Bulgaria,1.0,2021-06-19T18:40:00,2,0,24,17,12,9,12,8,0,0
Bulgaria Challenger Series - Round 3,DoublesMixed,Aleksandra  Yaneva,Bulgaria,Stoycho Zhekov,Bulgaria,Dian Georgiev,Bulgaria,Gabriela  Chavgova,Bulgaria,1.0,2021-06-19T18:40:00,2,0,24,13,12,3,12,10,0,0
Bulgaria Challenger Series - Round 3,DoublesMixed,Blaga Georgieva,Bulgaria,Viktor Antalfi,Bulgaria,Dian Georgiev,Bulgaria,Gabriela  Chavgova,Bulgaria,1.0,2021-06-19T19:00:00,1,2,23,35,3,12,12,11,8,12
Bulgaria Challenger Series - Round 3,DoublesMixed,Ivana Naydenova,Bulgaria,Yoan Aleksov,Bulgaria,Aleksandra  Yaneva,Bulgaria,Stoycho Zhekov,Bulgaria,1.0,2021-06-19T19:30:00,1,2,27,32,9,12,12,8,6,12
Portugal Challenger Series - Round 4,SinglesFree,Alan Marcelo Ferreira Cavalcanti,Portugal,,,Pedro Miguel De Almeida Vicente,Portugal,,,0.0,2021-05-29T10:30:00,2,0,24,13,12,6,12,7,0,0
Portugal Challenger Series - Round 4,SinglesFree,Thiago Marcelino Figueredo,Portugal,,,Alan Marcelo Ferreira Cavalcanti,Portugal,,,0.0,2021-05-29T11:30:00,0,2,4,24,2,12,2,12,0,0
Portugal Challenger Series - Round 4,SinglesFree,Alan Marcelo Ferreira Cavalcanti,Portugal,,,Pedro Henrique Geraldo Dos Santos Mota,Portugal,,,0.0,2021-05-29T09:30:00,2,0,24,13,12,6,12,7,0,0
Portugal Challenger Series - Round 4,SinglesFree,Thiago Marcelino Figueredo,Portugal,,,Pedro Miguel De Almeida Vicente,Portugal,,,0.0,2021-05-29T09:30:00,2,1,31,28,12,6,7,12,12,10
Portugal Challenger Series - Round 4,SinglesFree,Rui Leitao,Portugal,,,Nuno Miguel Soares Augusto,Portugal,,,0.0,2021-05-29T12:00:00,0,2,17,24,8,12,9,12,0,0
Portugal Challenger Series - Round 4,SinglesFree,Luis Fernando Caetano Dos Santos,Portugal,,,Dyego Ferreira Sousa,Portugal,,,0.0,2021-05-29T12:00:00,1,2,32,34,12,10,11,12,9,12
Portugal Challenger Series - Round 4,SinglesFree,Dyego Ferreira Sousa,Portugal,,,Nuno Miguel Soares Augusto,Portugal,,,0.0,2021-05-29T11:00:00,2,0,24,15,12,7,12,8,0,0
Portugal Challenger Series - Round 4,SinglesFree,Rui Leitao,Portugal,,,Luis Fernando Caetano Dos Santos,Portugal,,,0.0,2021-05-29T11:00:00,0,2,10,24,3,12,7,12,0,0
Portugal Challenger Series - Round 4,SinglesFree,Luis Fernando Caetano Dos Santos,Portugal,,,Nuno Miguel Soares Augusto,Portugal,,,0.0,2021-05-29T10:00:00,2,0,24,15,12,7,12,8,0,0
Portugal Challenger Series - Round 4,SinglesFree,Rui Leitao,Portugal,,,Dyego Ferreira Sousa,Portugal,,,0.0,2021-05-29T10:00:00,0,2,12,24,7,12,5,12,0,0
Portugal Challenger Series - Round 4,SinglesFree,Guilherme Henriques,Portugal,,,Hugo Marques,Portugal,,,0.0,2021-05-29T10:00:00,2,0,24,9,12,0,12,9,0,0
Portugal Challenger Series - Round 4,SinglesFree,Afonso Cavalheiro,Portugal,,,Mauro Matos,Portugal,,,0.0,2021-05-29T10:00:00,2,0,24,18,12,7,12,11,0,0
Portugal Challenger Series - Round 4,SinglesFree,Mauro Matos,Portugal,,,Hugo Marques,Portugal,,,0.0,2021-05-29T12:00:00,2,0,24,13,12,5,12,8,0,0
Portugal Challenger Series - Round 4,SinglesFree,Guilherme Henriques,Portugal,,,Afonso Cavalheiro,Portugal,,,0.0,2021-05-29T12:00:00,2,1,35,30,11,12,12,11,12,7
Portugal Challenger Series - Round 4,SinglesFree,Afonso Cavalheiro,Portugal,,,Hugo Marques,Portugal,,,0.0,2021-05-29T11:00:00,2,0,24,16,12,6,12,10,0,0
Portugal Challenger Series - Round 4,SinglesFree,Guilherme Henriques,Portugal,,,Mauro Matos,Portugal,,,0.0,2021-05-29T11:00:00,2,0,24,20,12,11,12,9,0,0
Portugal Challenger Series - Round 4,SinglesFree,Dionisio Manuel Brito Pereira Goncalves,Portugal,,,Baptiste Berna,Portugal,,,0.0,2021-05-29T11:30:00,2,1,33,31,12,10,9,12,12,9
Portugal Challenger Series - Round 4,SinglesFree,Vitaliy  Kurtysh,Portugal,,,Renato Alexandre Tereso Bento,Portugal,,,0.0,2021-05-29T11:30:00,2,0,24,17,12,6,12,11,0,0
Portugal Challenger Series - Round 4,SinglesFree,Renato Alexandre Tereso Bento,Portugal,,,Baptiste Berna,Portugal,,,0.0,2021-05-29T10:30:00,0,2,13,24,3,12,10,12,0,0
Portugal Challenger Series - Round 4,SinglesFree,Dionisio Manuel Brito Pereira Goncalves,Portugal,,,Vitaliy  Kurtysh,Portugal,,,0.0,2021-05-29T10:30:00,2,0,24,8,12,5,12,3,0,0
Portugal Challenger Series - Round 4,SinglesFree,Vitaliy  Kurtysh,Portugal,,,Baptiste Berna,Portugal,,,0.0,2021-05-29T09:30:00,0,2,10,24,4,12,6,12,0,0
Portugal Challenger Series - Round 4,SinglesFree,Dionisio Manuel Brito Pereira Goncalves,Portugal,,,Renato Alexandre Tereso Bento,Portugal,,,0.0,2021-05-29T09:30:00,2,0,24,13,12,7,12,6,0,0
Portugal Challenger Series - Round 4,DoublesFree,Antonio  Henriques,Portugal,Joao Carlos Dos Santos Pinheiro,Portugal,Amaury  Bischoff Armindo,Portugal,Baptiste Berna,Portugal,0.0,2021-05-30T11:00:00,2,1,39,35,12,9,11,12,16,14
Portugal Challenger Series - Round 4,DoublesFree,Pedro Henrique Geraldo Dos Santos Mota,Portugal,Rui Leitao,Portugal,Jose Manuel Gomes Pipo,Portugal,Ricardo Jorge Marques Duarte,Portugal,0.0,2021-05-30T11:00:00,2,0,24,19,12,8,12,11,0,0
Portugal Challenger Series - Round 4,DoublesFree,Antonio  Henriques,Portugal,Joao Carlos Dos Santos Pinheiro,Portugal,Pedro Henrique Geraldo Dos Santos Mota,Portugal,Rui Leitao,Portugal,0.0,2021-05-30T10:00:00,2,0,24,10,12,8,12,2,0,0
Portugal Challenger Series - Round 4,DoublesFree,Amaury  Bischoff Armindo,Portugal,Baptiste Berna,Portugal,Jose Manuel Gomes Pipo,Portugal,Ricardo Jorge Marques Duarte,Portugal,0.0,2021-05-30T10:00:00,2,0,24,9,12,5,12,4,0,0
Portugal Challenger Series - Round 4,DoublesFree,Pedro Henrique Geraldo Dos Santos Mota,Portugal,Rui Leitao,Portugal,Amaury  Bischoff Armindo,Portugal,Baptiste Berna,Portugal,0.0,2021-05-30T12:00:00,0,2,11,24,2,12,9,12,0,0
Portugal Challenger Series - Round 4,DoublesFree,Antonio  Henriques,Portugal,Joao Carlos Dos Santos Pinheiro,Portugal,Jose Manuel Gomes Pipo,Portugal,Ricardo Jorge Marques Duarte,Portugal,0.0,2021-05-30T12:00:00,2,0,24,6,12,1,12,5,0,0
Portugal Challenger Series - Round 4,DoublesFree,Rafael Jourdain Pio,Portugal,Rodrigo Filipe  Saraiva Taveira,Portugal,Mauro Matos,Portugal,Raul Firmino,Portugal,0.0,2021-05-30T10:30:00,2,1,33,32,12,10,9,12,12,10
Portugal Challenger Series - Round 4,DoublesFree,Christian Guerreiro,Portugal,Mario Jose Serralheiro Da Costa,Portugal,Duarte Negrao Lisboa Menezes,Portugal,Helder Emanuel Costa Neto,Portugal,0.0,2021-05-30T10:30:00,2,0,24,6,12,2,12,4,0,0
Portugal Challenger Series - Round 4,DoublesFree,Duarte Negrao Lisboa Menezes,Portugal,Helder Emanuel Costa Neto,Portugal,Mauro Matos,Portugal,Raul Firmino,Portugal,0.0,2021-05-30T12:30:00,0,2,9,24,3,12,6,12,0,0
Portugal Challenger Series - Round 4,DoublesFree,Rafael Jourdain Pio,Portugal,Rodrigo Filipe  Saraiva Taveira,Portugal,Christian Guerreiro,Portugal,Mario Jose Serralheiro Da Costa,Portugal,0.0,2021-05-30T12:30:00,1,2,25,30,12,6,3,12,10,12
Portugal Challenger Series - Round 4,DoublesFree,Christian Guerreiro,Portugal,Mario Jose Serralheiro Da Costa,Portugal,Mauro Matos,Portugal,Raul Firmino,Portugal,0.0,2021-05-30T11:30:00,2,1,33,24,9,12,12,10,12,2
Portugal Challenger Series - Round 4,DoublesFree,Rafael Jourdain Pio,Portugal,Rodrigo Filipe  Saraiva Taveira,Portugal,Duarte Negrao Lisboa Menezes,Portugal,Helder Emanuel Costa Neto,Portugal,0.0,2021-05-30T11:30:00,2,0,24,8,12,3,12,5,0,0
Portugal Challenger Series - Round 4,DoublesFree,Bernardo De Sousa Laranjeira Bento,Portugal,Guilherme Henriques,Portugal,Paulo Jorge Coelho Meneses,Portugal,Renato Antonio Marques De Sousa,Portugal,0.0,2021-05-30T10:30:00,2,0,24,9,12,2,12,7,0,0
Portugal Challenger Series - Round 4,DoublesFree,Pedro Ricardo Goncalves Costa,Portugal,Teofilo Jose Carmo Fernandes,Portugal,Dyego Ferreira Sousa,Portugal,Wenderson De Arruda Said,Portugal,0.0,2021-05-30T10:30:00,1,2,26,35,8,12,12,11,6,12
Portugal Challenger Series - Round 4,DoublesFree,Dyego Ferreira Sousa,Portugal,Wenderson De Arruda Said,Portugal,Paulo Jorge Coelho Meneses,Portugal,Renato Antonio Marques De Sousa,Portugal,0.0,2011-05-30T11:30:00,2,0,24,6,12,3,12,3,0,0
Portugal Challenger Series - Round 4,DoublesFree,Bernardo De Sousa Laranjeira Bento,Portugal,Guilherme Henriques,Portugal,Pedro Ricardo Goncalves Costa,Portugal,Teofilo Jose Carmo Fernandes,Portugal,0.0,2021-05-30T11:30:00,2,0,24,15,12,8,12,7,0,0
Portugal Challenger Series - Round 4,DoublesFree,Pedro Ricardo Goncalves Costa,Portugal,Teofilo Jose Carmo Fernandes,Portugal,Paulo Jorge Coelho Meneses,Portugal,Renato Antonio Marques De Sousa,Portugal,0.0,2021-05-30T12:30:00,2,0,24,11,12,9,12,2,0,0
Portugal Challenger Series - Round 4,DoublesFree,Bernardo De Sousa Laranjeira Bento,Portugal,Guilherme Henriques,Portugal,Dyego Ferreira Sousa,Portugal,Wenderson De Arruda Said,Portugal,0.0,2021-05-29T12:30:00,0,2,8,24,5,12,3,12,0,0
Portugal Challenger Series - Round 4,DoublesFree,Antonio Jose  Dos Santos Silva Calao,Portugal,Rui Egidio Da Silva Oliveira,Portugal,Marco Jose Correia Pinguinha,Portugal,Ruben Da Silva Correia,Portugal,0.0,2021-05-30T11:00:00,1,2,31,38,6,12,12,11,13,15
Portugal Challenger Series - Round 4,DoublesFree,Afonso Cavalheiro,Portugal,Dionisio Manuel Brito Pereira Goncalves,Portugal,Luis Felipe Mendes Barreiros,Portugal,Pedro Antonio Lage Morais Rosado,Portugal,0.0,2021-05-30T11:00:00,2,0,24,12,12,4,12,8,0,0
Portugal Challenger Series - Round 4,DoublesFree,Luis Felipe Mendes Barreiros,Portugal,Pedro Antonio Lage Morais Rosado,Portugal,Marco Jose Correia Pinguinha,Portugal,Ruben Da Silva Correia,Portugal,0.0,2021-05-30T12:00:00,2,0,24,8,12,4,12,4,0,0
Portugal Challenger Series - Round 4,DoublesFree,Antonio Jose  Dos Santos Silva Calao,Portugal,Rui Egidio Da Silva Oliveira,Portugal,Afonso Cavalheiro,Portugal,Dionisio Manuel Brito Pereira Goncalves,Portugal,0.0,2021-05-30T12:00:00,0,2,9,24,1,12,8,12,0,0
Portugal Challenger Series - Round 4,DoublesFree,Afonso Cavalheiro,Portugal,Dionisio Manuel Brito Pereira Goncalves,Portugal,Marco Jose Correia Pinguinha,Portugal,Ruben Da Silva Correia,Portugal,0.0,2021-05-30T10:00:00,2,0,24,5,12,4,12,1,0,0
Portugal Challenger Series - Round 4,DoublesFree,Antonio Jose  Dos Santos Silva Calao,Portugal,Rui Egidio Da Silva Oliveira,Portugal,Luis Felipe Mendes Barreiros,Portugal,Pedro Antonio Lage Morais Rosado,Portugal,0.0,2021-05-30T10:00:00,0,2,17,24,9,12,8,12,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Guilherme Henriques,Portugal,Jade Gomes Clementino,Portugal,Ines Sofia Maia,Portugal,Ruben Alexandre Lopes Gomes,Portugal,0.0,2021-05-29T16:45:00,2,0,24,15,12,7,12,8,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Alan Marcelo Ferreira Cavalcanti,Portugal,Rafaela Ferreira Veiga,Portugal,Mariana Prego Tudella Da Silva Pessanha,Portugal,Rian Veiga,Portugal,0.0,2021-05-29T16:45:00,2,0,24,11,12,7,12,4,0,0
Portugal Challenger Series - Round 4,DoublesMixed,Guilherme Henriques,Portugal,Jade Gomes Clementino,Portugal,Alan Marcelo Ferreira Cavalcanti,Portugal,Rafaela Ferreira Veiga,Portugal,0.0,2021-05-29T15:45:00,0,2,8,24,3,12,5,12,0,0
